Energy,AveragePower,PeakPower,PeakToPeak,PeakFrequency,Bandwidth,NoiseFloor,SNR,Label
5042.48845406239,0.504248845406238,1.5299449530237,2.4152156707101,-397400,8789.0625,1.00759886135379e-06,56.9935724442085,BPSK
5008.82824766431,0.500882824766431,1.24422586176748,2.19394447745709,-397200,6591.796875,1.00088873886932e-06,56.9935033704729,BPSK
5248.39264803146,0.524839264803146,2.49235046321499,3.04380559315683,-399700,7080.078125,1.05100975073961e-06,56.9841957324618,BPSK
5068.38029768468,0.506838029768468,1.68249313534229,2.54937038926227,-398200,4394.53125,1.01151299146542e-06,56.9989772896914,BPSK
5003.99539237924,0.500399539237924,1.11921900738634,2.11557950711338,-397700,6591.796875,1.00009657331342e-06,56.9927496189622,BPSK
5101.30155876724,0.510130155876724,1.81073776674306,2.64013461120708,-400200,9521.484375,1.01952784317651e-06,56.9928190640687,BPSK
5009.62693823552,0.500962693823552,1.24301267212604,2.21766782544859,-398800,3906.25,1.00144811065859e-06,56.9917693406385,BPSK
5000.42588981747,0.500042588981747,1.07375644135515,2.07094635377898,-397100,6347.65625,9.99546300626621e-07,56.9920407892626,BPSK
5021.65604360016,0.502165604360016,1.2679474681355,2.2475704442083,-398400,5371.09375,1.00360485913746e-06,56.9928420719781,BPSK
5279.4669383277,0.52794669383277,2.79269419581637,3.21935144379565,-399300,6103.515625,1.05367807006079e-06,56.9988213325352,BPSK
4998.97388383176,0.499897388383176,1.0860423701562,2.07811323319717,-399200,9277.34375,9.9941693059561e-07,56.9913416554847,BPSK
5006.01230131372,0.500601230131372,1.15917990734043,2.146790102968,-398300,4150.390625,1.0006236296779e-06,56.9922115795743,BPSK
5039.68462224253,0.503968462224253,1.46379181715036,2.41163208394048,-398200,5859.375,1.00649471474137e-06,56.9959186095541,BPSK
5093.02166389428,0.509302166389428,1.9144649827749,2.63913512106204,-399900,8056.640625,1.01795666864224e-06,56.9924623173107,BPSK
5042.7880269427,0.50427880269427,1.57060347203412,2.45395058774518,-398400,8056.640625,1.0063763331122e-06,56.9991029807479,BPSK
5003.88773526535,0.500388773526535,1.11356581652606,2.10082626849529,-397700,10253.90625,1.00051854174213e-06,56.9908241606618,BPSK
5007.67633152623,0.500767633152623,1.13601910088851,2.12880121804278,-399400,7324.21875,1.00049208357579e-06,56.9942259410114,BPSK
5055.91408739047,0.505591408739047,1.58968340189557,2.45910078836978,-397200,6835.9375,1.01147540377291e-06,56.988443591698,BPSK
5110.65511219329,0.511065511219329,1.76315833683489,2.6321570677205,-400500,7080.078125,1.02073909639656e-06,56.9956182452789,BPSK
5033.89890940274,0.503389890940274,1.36708465994916,2.33001472586077,-398300,4638.671875,1.00606521825559e-06,56.9927835500615,BPSK
5100.84899627519,0.510084899627519,1.85286305773195,2.62986267518235,-400200,7324.21875,1.01942472207113e-06,56.9928730556484,BPSK
5012.27854207537,0.501227854207537,1.21884922742953,2.18766846052769,-399800,10498.046875,1.00149090234585e-06,56.9938818911409,BPSK
5007.65890670449,0.500765890670449,1.19400389750967,2.18065252344434,-399800,5615.234375,1.00115728185958e-06,56.9913242901102,BPSK
5033.23323993213,0.503323323993213,1.45896584101261,2.3875121391752,-398800,3173.828125,1.00732068633802e-06,56.9867930334735,BPSK
5019.12274111234,0.501912274111234,1.28661089302171,2.2533777500832,-400100,7080.078125,1.00301143045475e-06,56.9932193402308,BPSK
5026.41462310637,0.502641462310637,1.28645861704495,2.2628600097416,-398300,6347.65625,1.00579846810481e-06,56.9874734035455,BPSK
5011.0743945382,0.50110743945382,1.35336285558554,2.27434848825992,-399200,10986.328125,1.00267979860474e-06,56.9876858521424,BPSK
5002.82386211359,0.500282386211359,1.18828568126432,2.17432002606954,-399200,8300.78125,1.0001880086123e-06,56.9913356921753,BPSK
5037.29145048779,0.503729145048779,1.4907988447249,2.42741377606999,-399400,10253.90625,1.00692185770262e-06,56.9920131085956,BPSK
5018.94041653821,0.501894041653821,1.29062138158072,2.24237026437641,-398300,9277.34375,1.00291329564627e-06,56.9934865108657,BPSK
5038.07117092247,0.503807117092247,1.42487142099502,2.37454600185451,-398800,5615.234375,1.00720085453733e-06,56.9914821275149,BPSK
5144.53166357655,0.514453166357655,1.83011890075617,2.6758626212218,-398100,6103.515625,1.02913491581794e-06,56.9887353165297,BPSK
5060.97238648975,0.506097238648975,1.62097643442932,2.54578822766883,-398700,8544.921875,1.01282592644608e-06,56.9869915779145,BPSK
5114.02562499224,0.511402562499224,1.91246352093714,2.76485923730767,-397100,10009.765625,1.02040367797065e-06,56.9999088450399,BPSK
5307.77649771064,0.530777649771064,2.70680509504784,3.24139903991165,-397800,8544.921875,1.06061376368266e-06,56.9935536840733,BPSK
5001.99424838383,0.500199424838384,1.09804742160438,2.09121413637581,-399300,7080.078125,1.00010037295633e-06,56.990995987814,BPSK
5008.36699618225,0.500836699618225,1.21913217233013,2.18809974068903,-397300,6103.515625,1.00129066417301e-06,56.9913597808576,BPSK
5000.44484707205,0.500044484707205,1.09921105409204,2.09210081605131,-398400,6591.796875,9.9926863399652e-07,56.9932638597048,BPSK
5007.84198504257,0.500784198504257,1.16290530684022,2.14543252209694,-397900,6591.796875,1.00110017044835e-06,56.9917308158841,BPSK
5089.04075842004,0.508904075842004,1.62961090899015,2.55070464418772,-400000,7568.359375,1.01653102596619e-06,56.9951529071786,BPSK
5077.58729701498,0.507758729701498,1.7618953963752,2.65447882513509,-399600,3662.109375,1.01505431666579e-06,56.9916811635645,BPSK
5099.65235157621,0.509965235157621,1.87597893621298,2.68989188885436,-397200,8544.921875,1.01995832507742e-06,56.9895814371936,BPSK
5001.23375852884,0.500123375852884,1.09903306725059,2.09065869186373,-399600,2929.6875,9.99813366920189e-07,56.9915821530239,BPSK
5475.92116845158,0.547592116845158,3.35284343421841,3.54311223889314,-399000,5615.234375,1.09633334680414e-06,56.9851456328951,BPSK
5146.87775178395,0.514687775178395,2.04152180403286,2.77887565263868,-399400,8544.921875,1.03054075550467e-06,56.9847868124824,BPSK
5002.66015123716,0.500266015123716,1.12461633684446,2.11963937839662,-398500,10253.90625,9.99724623712466e-07,56.9932061156548,BPSK
5002.4615835966,0.50024615835966,1.12064352993012,2.1140233343718,-397000,9277.34375,1.00008266346033e-06,56.9914786335567,BPSK
5014.01691702996,0.501401691702996,1.36930788001337,2.30143292171489,-398800,7080.078125,1.00271341205639e-06,56.9900897091139,BPSK
5012.12091380292,0.501212091380292,1.29171365333441,2.23379146473179,-396300,8056.640625,1.00125454199806e-06,56.9947704029981,BPSK
5038.67793249842,0.503867793249842,1.39718079224431,2.34735959416478,-398300,8789.0625,1.00567367376498e-06,56.9985951811106,BPSK
5115.66346402078,0.511566346402078,1.81915637983247,2.67905497196572,-399200,4150.390625,1.02373745657378e-06,56.9871337293639,BPSK
5009.19928636521,0.500919928636521,1.23257354763498,2.19369269809137,-396100,8056.640625,1.0011143942059e-06,56.9928460425305,BPSK
5501.60269106877,0.550160269106877,2.80742448491687,3.322839171557,-400600,8544.921875,1.10106992000071e-06,56.9867432540612,BPSK
5283.39998437689,0.528339998437689,2.35375665009053,3.0366090815374,-400800,2685.546875,1.05507492890876e-06,56.996301872831,BPSK
5129.59667811185,0.512959667811185,1.81797521005663,2.6639906320807,-399900,1220.703125,1.02593029445899e-06,56.9896536524142,BPSK
5003.00634543594,0.500300634543594,1.11037926515861,2.10249803196615,-398000,5126.953125,9.99781184668853e-07,56.9932609439956,BPSK
5002.54311957644,0.500254311957644,1.16241182197794,2.14054035353974,-395900,8544.921875,9.99958899908578e-07,56.9920869064894,BPSK
5217.85307890389,0.521785307890389,2.7801066204445,3.20275390693901,-402800,10986.328125,1.04431448555831e-06,56.986605442483,BPSK
4998.25180051007,0.499825180051007,1.14259882874562,2.13306182048663,-398200,8300.78125,9.99036346848034e-07,56.9923684213054,BPSK
5039.97676764715,0.503997676764715,1.39385220460224,2.33987456805726,-398100,8056.640625,1.00666228055312e-06,56.995447385363,BPSK
5279.36174945479,0.527936174945479,2.91218218934188,3.29051225748852,-398900,5126.953125,1.05669598405148e-06,56.986313646022,BPSK
5404.2986316948,0.54042986316948,2.72725870697333,3.26067397197981,-398000,7568.359375,1.08013459993505e-06,56.9926146128608,BPSK
5002.66824941286,0.500266824941286,1.16333695913883,2.14353679374643,-397700,10253.90625,9.99950562423786e-07,56.992231747149,BPSK
5111.131334546,0.511113133454601,1.90905507906968,2.72734004885218,-397200,7568.359375,1.02120019474439e-06,56.9940615168463,BPSK
5037.60559578324,0.503760559578324,1.48789614216352,2.4141735442306,-399100,7812.5,1.00627844164629e-06,56.9950599417785,BPSK
5002.55287779582,0.500255287779582,1.12758348484103,2.11792930226263,-398200,10253.90625,1.00001725331981e-06,56.9918419493872,BPSK
5004.91508457424,0.500491508457424,1.18963533372655,2.17588556309842,-400000,6347.65625,9.99966822584008e-07,56.9941112246867,BPSK
5012.16140716368,0.501216140716368,1.13791391167353,2.13069425400241,-399700,6103.515625,1.0019448617851e-06,56.9918122573039,BPSK
5122.45183682586,0.512245183682586,1.82967829616166,2.65331501048451,-399600,1220.703125,1.02225438836578e-06,56.9991890011277,BPSK
5005.33936790619,0.500533936790619,1.17667797916424,2.16279597317638,-399800,2197.265625,1.00034184411056e-06,56.9928509284974,BPSK
5330.68481000196,0.533068481000196,2.52358667480058,3.16939530203557,-398900,6103.515625,1.0648481311473e-06,56.99495331517,BPSK
4999.99591806932,0.499999591806932,1.09433545336701,2.08808083062351,-396600,7568.359375,9.99734026438345e-07,56.9908517599818,BPSK
5137.35224665923,0.513735224665923,1.93437449309655,2.77111453061763,-397600,8056.640625,1.02611829147658e-06,56.9954191512653,BPSK
5014.80067743908,0.501480067743908,1.20512475826084,2.1852023993531,-396900,10498.046875,1.00219054045216e-06,56.9930337668325,BPSK
5011.36012938523,0.501136012938523,1.15444464151654,2.14542670578683,-398100,4882.8125,1.00152153559957e-06,56.9929532108295,BPSK
5023.06047796276,0.502306047796276,1.47616179208558,2.4218759977077,-398200,4150.390625,1.00350137601862e-06,56.994504347877,BPSK
5365.04167661236,0.536504167661236,2.84298057931207,3.28930715828835,-397500,8544.921875,1.07310108798854e-06,56.9893246480459,BPSK
5004.09006766435,0.500409006766435,1.17874725828421,2.15958241573779,-398200,6835.9375,1.00009663468566e-06,56.9928315199232,BPSK
5007.11244985519,0.500711244985519,1.11072877687246,2.10765727225,-399100,9765.625,1.00095582909718e-06,56.991724318635,BPSK
5019.0240436888,0.50190240436888,1.53598605386582,2.43950166848922,-399100,7080.078125,1.0027780539929e-06,56.9941445541468,BPSK
4999.80211606454,0.499980211606454,1.09642029969056,2.09238627613933,-396300,7812.5,9.99568271210146e-07,56.9914035393243,BPSK
5003.83490678409,0.500383490678409,1.11343560281553,2.10564910678045,-399900,10498.046875,1.0000950021292e-06,56.992617154924,BPSK
5022.36764958024,0.502236764958024,1.33461468813999,2.30066104102898,-398100,4638.671875,1.00292377093664e-06,56.9964057603248,BPSK
5076.69509338925,0.507669509338925,1.6881055641388,2.53624276738447,-400200,5859.375,1.01583038433994e-06,56.9875988163578,BPSK
5506.00630644504,0.550600630644504,2.92526978418482,3.38288929857174,-399300,2685.546875,1.09866502326736e-06,56.9997140580605,BPSK
4999.17661687193,0.499917661687193,1.14788261601983,2.13029446949113,-399900,6835.9375,9.99269868052923e-07,56.9921568838854,BPSK
4999.99999999997,0.499999999999997,0.975528258148439,1.97537668119112,-350100,488.28125,9.99510781043836e-07,56.9918252141705,QPSK
5000.00000000001,0.500000000000001,0.975528258148439,1.97537668119112,-351600,5126.953125,9.99451355213082e-07,56.9920834312715,QPSK
5000,0.5,0.975528258148462,1.97537668119115,-350700,1708.984375,9.99450750717327e-07,56.9920860580051,QPSK
4999.99999999998,0.499999999999998,0.975528258148448,1.97537668119113,-350200,3662.109375,9.99608368316857e-07,56.9914012112868,QPSK
5000.00000000001,0.500000000000001,0.975528258148346,1.97537668119103,-350300,1464.84375,9.9953028827541e-07,56.991740454701,QPSK
5000,0.5,0.975528258148448,1.97537668119113,-351400,1953.125,9.99567972376975e-07,56.9915767209048,QPSK
5000.00000000001,0.500000000000001,0.97552825814836,1.97537668119104,-350000,2685.546875,9.99536980808743e-07,56.9917113758367,QPSK
4999.99999999999,0.499999999999999,0.975528258148346,1.97537668119103,-351000,2441.40625,9.99607735530293e-07,56.9914039605215,QPSK
5000.00000000001,0.500000000000001,0.975528258148462,1.97537668119115,-349400,2441.40625,9.99617224061021e-07,56.991362736381,QPSK
5000.00000000001,0.500000000000001,0.975528258148448,1.97537668119113,-348500,2441.40625,9.99591494288445e-07,56.9914745235911,QPSK
4999.99999999997,0.499999999999997,0.975528258148346,1.97537668119105,-348600,3906.25,9.99475553525407e-07,56.9919782829194,QPSK
5000,0.5,0.975528258148439,1.97537668119112,-350800,3173.828125,9.99529371752866e-07,56.9917444369802,QPSK
5000,0.5,0.975528258148346,1.97537668119103,-351000,2929.6875,9.99517923417875e-07,56.9917941801626,QPSK
5000,0.5,0.975528258148462,1.97537668119115,-350500,4150.390625,9.99574890731188e-07,56.9915466619919,QPSK
5000.00000000001,0.500000000000001,0.975528258148462,1.97537668119115,-351200,3906.25,9.99668908548355e-07,56.9911381933575,QPSK
5000.00000000001,0.500000000000001,0.97552825814836,1.97537668119104,-349700,2929.6875,9.99508438983457e-07,56.9918353906,QPSK
5000.00000000002,0.500000000000002,0.975528258148301,1.97537668119098,-349100,2197.265625,9.99528613245612e-07,56.9917477326877,QPSK
5000.00000000004,0.500000000000004,0.975528258148213,1.9753766811909,-348700,3906.25,9.9950020097553e-07,56.9918711855567,QPSK
5000.00000000002,0.500000000000002,0.975528258148439,1.97537668119112,-351100,976.5625,9.99447025868245e-07,56.9921022437393,QPSK
5000.00000000001,0.500000000000001,0.975528258148337,1.97537668119102,-349900,2929.6875,9.99542236789002e-07,56.9916885388905,QPSK
4999.99999999999,0.499999999999999,0.975528258148448,1.97537668119113,-349400,2685.546875,9.99534978163592e-07,56.9917200772517,QPSK
4999.99999999999,0.499999999999999,0.975528258148346,1.97537668119105,-351900,1953.125,9.99490346303081e-07,56.9919140054676,QPSK
4999.99999999999,0.499999999999999,0.975528258148346,1.97537668119103,-349300,4394.53125,9.99581440994459e-07,56.9915182025547,QPSK
5000.00000000002,0.500000000000002,0.975528258148439,1.97537668119112,-349500,3417.96875,9.99507712682229e-07,56.9918385464386,QPSK
5000.00000000003,0.500000000000003,0.97552825814836,1.97537668119104,-348500,2929.6875,9.99448200332786e-07,56.9920971402856,QPSK
5000,0.5,0.975528258148462,1.97537668119115,-349100,3662.109375,9.99518013770485e-07,56.991793787577,QPSK
5000,0.5,0.97552825814836,1.97537668119104,-348000,5615.234375,9.99538254034167e-07,56.991705843731,QPSK
4999.99999999999,0.499999999999999,0.975528258148346,1.97537668119105,-350800,3417.96875,9.99474380021926e-07,56.9919833820575,QPSK
5000.00000000001,0.500000000000001,0.97552825814836,1.97537668119104,-349900,3662.109375,9.99567335828996e-07,56.9915794865932,QPSK
4999.99999999997,0.499999999999997,0.975528258148259,1.97537668119094,-348500,3417.96875,9.99532366855983e-07,56.9917314233075,QPSK
5000,0.5,0.975528258148346,1.97537668119103,-348400,3662.109375,9.99443044533632e-07,56.9921195440569,QPSK
4999.99999999999,0.499999999999999,0.975528258148462,1.97537668119115,-351000,2441.40625,9.99504067174238e-07,56.9918543865053,QPSK
5000,0.5,0.975528258148448,1.97537668119113,-350800,2929.6875,9.99525344263329e-07,56.991761936416,QPSK
5000.00000000002,0.500000000000002,0.975528258148329,1.97537668119101,-349500,2441.40625,9.99545614311651e-07,56.9916738638031,QPSK
5000.00000000002,0.500000000000002,0.975528258148462,1.97537668119115,-349200,5126.953125,9.99374454364512e-07,56.9924176036045,QPSK
5000.00000000001,0.500000000000001,0.975528258148329,1.97537668119101,-350000,1708.984375,9.99431435101857e-07,56.9921699915683,QPSK
4999.99999999999,0.499999999999999,0.975528258148329,1.97537668119102,-350500,1708.984375,9.9944645467758e-07,56.992104725762,QPSK
5000,0.5,0.975528258148439,1.97537668119112,-352000,4150.390625,9.99606920866424e-07,56.9914074999516,QPSK
5000.00000000002,0.500000000000002,0.975528258148462,1.97537668119115,-349800,1220.703125,9.99446785570026e-07,56.9921032879188,QPSK
5000,0.5,0.975528258148439,1.97537668119112,-349600,3906.25,9.99551224131424e-07,56.9916494896585,QPSK
5000,0.5,0.975528258148346,1.97537668119103,-350300,3173.828125,9.99530357295834e-07,56.9917401548083,QPSK
4999.99999999997,0.499999999999997,0.975528258148439,1.97537668119112,-350800,3662.109375,9.99588307329492e-07,56.9914883700563,QPSK
5000,0.5,0.975528258148346,1.97537668119103,-349700,2685.546875,9.994905594736e-07,56.9919130792079,QPSK
5000.00000000001,0.500000000000001,0.975528258148259,1.97537668119094,-351000,3662.109375,9.99523149476204e-07,56.9917714727923,QPSK
5000,0.5,0.975528258148439,1.97537668119112,-350100,4394.53125,9.99577483995497e-07,56.9915353948129,QPSK
5000.00000000003,0.500000000000003,0.975528258148439,1.97537668119112,-349800,2197.265625,9.99570725600953e-07,56.9915647586534,QPSK
4999.99999999999,0.499999999999999,0.97552825814836,1.97537668119104,-350500,2197.265625,9.9949226795277e-07,56.9919056556016,QPSK
5000.00000000001,0.500000000000001,0.975528258148462,1.97537668119115,-349500,3173.828125,9.99593876019382e-07,56.9914641756502,QPSK
5000.00000000002,0.500000000000002,0.975528258148315,1.975376681191,-351300,2929.6875,9.99511943717387e-07,56.991820162275,QPSK
5000.00000000001,0.500000000000001,0.975528258148259,1.97537668119094,-351700,3906.25,9.99586096099359e-07,56.9914979772727,QPSK
5000.00000000002,0.500000000000002,0.975528258148439,1.97537668119112,-348300,3906.25,9.99577764286509e-07,56.9915341770102,QPSK
4999.99999999997,0.499999999999997,0.975528258148448,1.97537668119113,-351600,2441.40625,9.99544872439702e-07,56.9916770871779,QPSK
5000,0.5,0.975528258148346,1.97537668119103,-351900,3906.25,9.99475693077618e-07,56.9919776765339,QPSK
5000.00000000002,0.500000000000002,0.975528258148346,1.97537668119103,-349900,1464.84375,9.99597608150995e-07,56.9914479606535,QPSK
5000,0.5,0.975528258148346,1.97537668119103,-349900,5126.953125,9.994705491279e-07,56.9920000282003,QPSK
4999.99999999999,0.499999999999999,0.975528258148462,1.97537668119115,-350200,2685.546875,9.99505923513198e-07,56.991846320535,QPSK
4999.99999999999,0.499999999999999,0.975528258148346,1.97537668119103,-349500,3417.96875,9.99506839164203e-07,56.9918423419493,QPSK
4999.99999999999,0.499999999999999,0.975528258148448,1.97537668119113,-349200,3173.828125,9.99484384369965e-07,56.9919399110943,QPSK
5000.00000000002,0.500000000000002,0.97552825814836,1.97537668119104,-350800,2929.6875,9.99496913973619e-07,56.9918854679864,QPSK
5000,0.5,0.975528258148462,1.97537668119115,-350700,3662.109375,9.99519659606906e-07,56.9917866363593,QPSK
5000.00000000003,0.500000000000003,0.975528258148439,1.97537668119112,-351100,3417.96875,9.99514009709172e-07,56.9918111854147,QPSK
4999.99999999999,0.499999999999999,0.975528258148462,1.97537668119115,-349000,3417.96875,9.99547573204782e-07,56.9916653525793,QPSK
5000.00000000004,0.500000000000004,0.975528258148462,1.97537668119115,-348500,3173.828125,9.99571709493383e-07,56.9915604838299,QPSK
4999.99999999996,0.499999999999996,0.975528258148315,1.975376681191,-349400,2197.265625,9.99568487107673e-07,56.9915744844921,QPSK
4999.99999999999,0.499999999999999,0.975528258148448,1.97537668119113,-349800,1953.125,9.9953267686434e-07,56.9917300763287,QPSK
5000.00000000002,0.500000000000002,0.975528258148462,1.97537668119115,-350700,1953.125,9.99477467333326e-07,56.991969967004,QPSK
4999.99999999996,0.499999999999996,0.975528258148306,1.97537668119098,-349600,732.421875,9.99563373744361e-07,56.9915967011904,QPSK
4999.99999999999,0.499999999999999,0.975528258148448,1.97537668119113,-351000,3662.109375,9.99449991621596e-07,56.992089356529,QPSK
5000.00000000002,0.500000000000002,0.975528258148462,1.97537668119115,-350500,976.5625,9.99486633192507e-07,56.9919301395547,QPSK
5000.00000000001,0.500000000000001,0.975528258148337,1.97537668119104,-352000,3906.25,9.99551961314183e-07,56.9916462866782,QPSK
5000.00000000003,0.500000000000003,0.975528258148462,1.97537668119115,-350900,3173.828125,9.99425275588765e-07,56.9921967572943,QPSK
4999.99999999999,0.499999999999999,0.97552825814836,1.97537668119105,-348300,2441.40625,9.99536736113495e-07,56.991712439027,QPSK
5000.00000000001,0.500000000000001,0.975528258148462,1.97537668119115,-349900,4882.8125,9.99424500564202e-07,56.9922001251201,QPSK
4999.99999999999,0.499999999999999,0.975528258148439,1.97537668119112,-349100,3417.96875,9.99601247281195e-07,56.9914321497784,QPSK
5000,0.5,0.97552825814836,1.97537668119104,-348900,3173.828125,9.99413829583631e-07,56.9922464955334,QPSK
4999.99999999999,0.499999999999999,0.975528258148462,1.97537668119115,-348300,4150.390625,9.99593143019138e-07,56.9914673603243,QPSK
5000,0.5,0.975528258148462,1.97537668119115,-351800,3173.828125,9.99491253238098e-07,56.9919100646923,QPSK
5000,0.5,0.975528258148448,1.97537668119113,-349100,1220.703125,9.99566390474411e-07,56.9915835939951,QPSK
5000.00000000001,0.500000000000001,0.975528258148439,1.97537668119112,-350300,1464.84375,9.99500225525525e-07,56.9918710788841,QPSK
5000.00000000004,0.500000000000004,0.97552825814836,1.97537668119104,-350300,5615.234375,9.99558955661815e-07,56.991615897103,QPSK
4999.99999999997,0.499999999999997,0.975528258148265,1.97537668119096,-350200,3173.828125,9.99520763486383e-07,56.9917818399704,QPSK
5000,0.5,0.975528258148337,1.97537668119102,-348700,4150.390625,9.99537165697319e-07,56.9917105725039,QPSK
5000.00000000001,0.500000000000001,0.975528258148462,1.97537668119115,-350300,488.28125,9.99633094139151e-07,56.9912937876626,QPSK
4999.99999999999,0.499999999999999,0.97552825814836,1.97537668119104,-350700,1464.84375,9.99539682420494e-07,56.9916996374667,QPSK
5000.00000000002,0.500000000000002,0.975528258148337,1.97537668119103,-348800,2685.546875,9.99472989472192e-07,56.9919894243185,QPSK
5000.00000000003,0.500000000000003,0.975528258148462,1.97537668119115,-351300,3906.25,9.995820889578e-07,56.9915153873083,QPSK
4999.99999999998,0.499999999999998,0.975528258148439,1.97537668119112,-350900,4150.390625,9.99707600307532e-07,56.9909701047815,QPSK
5000,0.5,0.975528258148462,1.97537668119115,-350900,1220.703125,9.99567103729595e-07,56.9915804950246,QPSK
4999.99999999999,0.499999999999999,0.975528258148448,1.97537668119113,-351200,4638.671875,9.99506383067523e-07,56.9918443237298,QPSK
4999.99999999997,0.499999999999997,0.975528258148462,1.97537668119115,-350400,3906.25,9.99420860306055e-07,56.9922159436927,QPSK
5000,0.5,0.975528258148337,1.97537668119104,-350200,2929.6875,9.99396888969659e-07,56.9923201114601,QPSK
5000.00000000002,0.500000000000002,0.97552825814836,1.97537668119104,-350300,4150.390625,9.99511378320657e-07,56.9918226189614,QPSK
5000.00000000001,0.500000000000001,0.975528258148265,1.97537668119096,-348600,2929.6875,9.99605148454393e-07,56.991415200473,QPSK
4999.99999999999,0.499999999999999,0.975528258148448,1.97537668119113,-350400,1464.84375,9.99493572670903e-07,56.991899986408,QPSK
5000.00000000001,0.500000000000001,0.975528258148462,1.97537668119115,-347600,5371.09375,9.99579832064497e-07,56.9915251929803,QPSK
5000.00000000001,0.500000000000001,0.975528258148448,1.97537668119113,-350000,1953.125,9.99445930837187e-07,56.9921070020326,QPSK
5000,0.5,0.975528258148439,1.97537668119112,-350400,3906.25,9.99419198032893e-07,56.9922231670427,QPSK
5000,0.5,0.97552825814836,1.97537668119105,-349800,3417.96875,9.99594049607749e-07,56.9914634214592,QPSK
4999.99999999997,0.499999999999997,0.975528258148259,1.97537668119094,-348700,5126.953125,9.99545028428182e-07,56.9916764094201,QPSK
5000.00000000001,0.500000000000001,0.975528258148462,1.97537668119115,-350100,2441.40625,9.99513616796652e-07,56.9918128926421,QPSK
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
6600.00000000001,0.660000000000001,3.24,3.59960524829259,-450000,488.28125,1.204593675921e-06,57.3870335673372,AM
